product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
8ed094bfe076c568f6bb10feada3f75d,moveis_escritorio,43.0,1128.0,1.0,16133.0,63.0,59.0,25.0
c48aa9017e58836324227e1d2209e9ca,moveis_decoracao,63.0,741.0,5.0,300.0,22.0,6.0,15.0
42ec84ace63b58b8c5a7ba7be01d5fb8,cool_stuff,52.0,1732.0,10.0,2550.0,24.0,23.0,27.0
4cdd0c9eb93994b4c2b313ecb2c8b5ca,utilidades_domesticas,53.0,532.0,1.0,250.0,20.0,3.0,20.0
c6a988c762b18da642d772a1f1ddb782,utilidades_domesticas,40.0,396.0,1.0,600.0,30.0,30.0,20.0
84d0e98e468edffdfe4f1f5b178d4ecc,esporte_lazer,47.0,740.0,1.0,1150.0,26.0,31.0,26.0
79882368bfedd5f03e3beed890bd2f95,beleza_saude,36.0,2221.0,1.0,1950.0,30.0,10.0,17.0
0419e76e19f81672eb13b6a8bd19a5cb,moveis_escritorio,30.0,2071.0,1.0,14600.0,58.0,20.0,58.0
76fab799e52e98680a1aae62daef914f,eletrodomesticos_2,41.0,994.0,1.0,25900.0,48.0,46.0,65.0
b0e9f0cc1a936b07b4fc11b3a35ad519,beleza_saude,56.0,1616.0,3.0,650.0,27.0,13.0,17.0
d0ce66fd946b6de7288a6420bbf92bee,esporte_lazer,43.0,665.0,1.0,200.0,16.0,20.0,11.0
328ccc632fdfa11f13190f1e6c773bdb,informatica_acessorios,57.0,798.0,1.0,150.0,20.0,15.0,20.0
47523004e8ae631103108af56e8076a2,telefonia,58.0,828.0,2.0,300.0,17.0,4.0,12.0
f0cd6312ce0b0d7f04fe8dfd3480e278,brinquedos,40.0,180.0,3.0,2400.0,40.0,15.0,40.0
d1606c4563d5481c8020de798866465e,beleza_saude,46.0,1290.0,1.0,650.0,19.0,12.0,13.0
d800be06cad2262f48d1c2982fd31189,cama_mesa_banho,35.0,307.0,1.0,1950.0,58.0,15.0,46.0
ae6a082af3a596a2fcbef378ebfae8c6,livros_interesse_geral,40.0,421.0,1.0,150.0,26.0,2.0,26.0
1a2a204d5ef11c75f78d34ab0456c9ed,livros_tecnicos,59.0,3880.0,1.0,3500.0,29.0,5.0,20.0
008cff0e5792219fae03e570f980b330,esporte_lazer,59.0,1735.0,5.0,1550.0,40.0,20.0,20.0
3a48c5b0b294fbbc416b0939e69f6f09,relogios_presentes,60.0,673.0,2.0,350.0,16.0,11.0,11.0
20e37962088a4061d3578def47a8648b,moveis_decoracao,60.0,208.0,1.0,800.0,40.0,10.0,34.0
d97e1fd728f059a776579e16c9e69e85,beleza_saude,36.0,3076.0,4.0,215.0,22.0,6.0,15.0
70a9f1d2c0e23019d6b8db85a81e69c8,cool_stuff,58.0,989.0,1.0,2500.0,42.0,25.0,15.0
9af62fae6f9a2b963c40a81d29d02ab3,cama_mesa_banho,47.0,572.0,1.0,800.0,17.0,17.0,17.0
711b99e1af05365d2ef959b073af08c4,instrumentos_musicais,60.0,1435.0,1.0,2150.0,50.0,20.0,30.0
b5b7b02332726bc71ed7ad7899bc3b58,cama_mesa_banho,58.0,119.0,1.0,3800.0,35.0,15.0,25.0
7f6b034a2bb30ba8e1da93017a86bd58,beleza_saude,57.0,923.0,6.0,200.0,35.0,16.0,28.0
fdeb34a9f03fea7c3937dd62d1d0287e,cool_stuff,58.0,1252.0,1.0,1100.0,30.0,20.0,23.0
